user_id;date;category;screen_time;day_of_week;day_name
1060;2024-01-15 06:16;Entertainment;80,49;1;Monday
1051;2024-01-15 07:00;Social;25,18;1;Monday
1054;2024-01-15 07:43;Social;17,79;1;Monday
1036;2024-01-15 08:27;Utilities;78,64;1;Monday
1012;2024-01-15 09:11;Utilities;1,36;1;Monday
1049;2024-01-15 09:54;Entertainment;17,61;1;Monday
1044;2024-01-15 10:38;Entertainment;11,81;1;Monday
1055;2024-01-15 11:22;Utilities;0,04;1;Monday
1074;2024-01-15 12:06;Social;46,7;1;Monday
1032;2024-01-15 12:49;Productivity;6,6;1;Monday
1042;2024-01-15 13:33;Social;51,78;1;Monday
1075;2024-01-15 14:17;Productivity;30,97;1;Monday
1084;2024-01-15 15:00;Productivity;5,73;1;Monday
1023;2024-01-15 15:44;Social;14,96;1;Monday
1056;2024-01-15 16:28;Productivity;23,55;1;Monday
1046;2024-01-15 17:11;Productivity;79,75;1;Monday
1085;2024-01-15 17:55;Productivity;34,16;1;Monday
1049;2024-01-15 18:39;Productivity;11,48;1;Monday
1089;2024-01-15 19:22;Entertainment;14,09;1;Monday
1086;2024-01-15 20:06;Social;41,29;1;Monday
1096;2024-01-15 20:50;Social;86,34;1;Monday
1073;2024-01-15 21:34;Social;18,54;1;Monday
1060;2024-01-15 22:17;Social;136,67;1;Monday
1086;2024-01-15 23:01;Utilities;23,38;1;Monday
1045;2024-01-15 23:45;Utilities;21,12;1;Monday
1023;2024-01-16 00:28;Utilities;14,79;2;Tuesday
1036;2024-01-16 01:12;Entertainment;10,04;2;Tuesday
1034;2024-01-16 01:56;Social;19,08;2;Tuesday
1056;2024-01-16 02:39;Social;29,71;2;Tuesday
1050;2024-01-16 03:23;Social;46,68;2;Tuesday
1021;2024-01-16 04:07;Social;62,49;2;Tuesday
1048;2024-01-16 04:50;Social;44,88;2;Tuesday
1020;2024-01-16 05:34;Utilities;9,82;2;Tuesday
1067;2024-01-16 06:18;Entertainment;44,47;2;Tuesday
1100;2024-01-16 07:02;Productivity;10,41;2;Tuesday
1050;2024-01-16 07:45;Social;3,36;2;Tuesday
1012;2024-01-16 08:29;Productivity;0,75;2;Tuesday
1041;2024-01-16 09:13;Productivity;48,91;2;Tuesday
1078;2024-01-16 09:56;Utilities;4,52;2;Tuesday
1096;2024-01-16 10:40;Social;4,24;2;Tuesday
1040;2024-01-16 11:24;Entertainment;27,28;2;Tuesday
1048;2024-01-16 12:07;Productivity;21,37;2;Tuesday
1035;2024-01-16 12:51;Social;49,03;2;Tuesday
1032;2024-01-16 13:35;Productivity;9,5;2;Tuesday
1036;2024-01-16 14:19;Entertainment;20,18;2;Tuesday
1013;2024-01-16 15:02;Utilities;9,7;2;Tuesday
1080;2024-01-16 15:46;Productivity;8,36;2;Tuesday
1085;2024-01-16 16:30;Social;173,86;2;Tuesday
1083;2024-01-16 17:13;Entertainment;2,48;2;Tuesday
1041;2024-01-16 17:57;Entertainment;4,31;2;Tuesday
1006;2024-01-16 18:41;Social;9,19;2;Tuesday
1069;2024-01-16 19:24;Social;12,96;2;Tuesday
1045;2024-01-16 20:08;Productivity;7,48;2;Tuesday
1073;2024-01-16 20:52;Entertainment;20,21;2;Tuesday
1012;2024-01-16 21:35;Social;18,99;2;Tuesday
1068;2024-01-16 22:19;Utilities;12,66;2;Tuesday
1054;2024-01-16 23:03;Social;51,29;2;Tuesday
1078;2024-01-16 23:47;Utilities;75,7;2;Tuesday
1099;2024-01-17 00:30;Productivity;1,29;3;Wednesday
1015;2024-01-17 01:14;Productivity;2,96;3;Wednesday
1086;2024-01-17 01:58;Social;36,4;3;Wednesday
1074;2024-01-17 02:41;Utilities;3,08;3;Wednesday
1080;2024-01-17 03:25;Entertainment;138,13;3;Wednesday
1085;2024-01-17 04:09;Social;1,87;3;Wednesday
1091;2024-01-17 04:52;Social;3,55;3;Wednesday
1048;2024-01-17 05:36;Social;17,74;3;Wednesday
1045;2024-01-17 06:20;Utilities;66,26;3;Wednesday
1065;2024-01-17 07:03;Productivity;8,77;3;Wednesday
1027;2024-01-17 07:47;Productivity;13,42;3;Wednesday
1063;2024-01-17 08:31;Utilities;45,46;3;Wednesday
1052;2024-01-17 09:15;Entertainment;72,76;3;Wednesday
1038;2024-01-17 09:58;Utilities;15,02;3;Wednesday
1078;2024-01-17 10:42;Entertainment;3,78;3;Wednesday
1031;2024-01-17 11:26;Utilities;59,44;3;Wednesday
1062;2024-01-17 12:09;Utilities;98,87;3;Wednesday
1016;2024-01-17 12:53;Social;40,84;3;Wednesday
1069;2024-01-17 13:37;Social;12,98;3;Wednesday
1039;2024-01-17 14:20;Social;6,19;3;Wednesday
1056;2024-01-17 15:04;Productivity;10,22;3;Wednesday
1013;2024-01-17 15:48;Social;21,29;3;Wednesday
1025;2024-01-17 16:32;Productivity;28,87;3;Wednesday
1011;2024-01-17 17:15;Productivity;56,94;3;Wednesday
1013;2024-01-17 17:59;Social;32,52;3;Wednesday
1084;2024-01-17 18:43;Utilities;11,91;3;Wednesday
1092;2024-01-17 19:26;Utilities;7,77;3;Wednesday
1067;2024-01-17 20:10;Social;4,94;3;Wednesday
1043;2024-01-17 20:54;Utilities;9,68;3;Wednesday
1073;2024-01-17 21:37;Utilities;15,97;3;Wednesday
1087;2024-01-17 22:21;Productivity;96,67;3;Wednesday
1078;2024-01-17 23:05;Social;15,89;3;Wednesday
1043;2024-01-17 23:48;Productivity;13,11;3;Wednesday
1065;2024-01-18 00:32;Utilities;6,32;4;Thursday
1006;2024-01-18 01:16;Social;24,41;4;Thursday
1005;2024-01-18 02:00;Productivity;28,13;4;Thursday
1047;2024-01-18 02:43;Utilities;34,8;4;Thursday
1096;2024-01-18 03:27;Utilities;10,46;4;Thursday
1050;2024-01-18 04:11;Productivity;15,41;4;Thursday
1069;2024-01-18 04:54;Utilities;0,85;4;Thursday
1034;2024-01-18 05:38;Social;10,01;4;Thursday
1038;2024-01-18 06:22;Entertainment;7,01;4;Thursday
1026;2024-01-18 07:05;Productivity;43,37;4;Thursday
1059;2024-01-18 07:49;Entertainment;11,34;4;Thursday
1005;2024-01-18 08:33;Entertainment;60,42;4;Thursday
1083;2024-01-18 09:16;Entertainment;11,13;4;Thursday
1000;2024-01-18 10:00;Entertainment;15,15;4;Thursday
1033;2024-01-18 10:44;Utilities;20,02;4;Thursday
1088;2024-01-18 11:28;Entertainment;14,6;4;Thursday
1080;2024-01-18 12:11;Social;58,51;4;Thursday
1045;2024-01-18 12:55;Entertainment;48,37;4;Thursday
1099;2024-01-18 13:39;Productivity;49,59;4;Thursday
1074;2024-01-18 14:22;Productivity;4,53;4;Thursday
1000;2024-01-18 15:06;Utilities;4,21;4;Thursday
1010;2024-01-18 15:50;Utilities;5,52;4;Thursday
1053;2024-01-18 16:33;Social;8,25;4;Thursday
1020;2024-01-18 17:17;Social;12,01;4;Thursday
1030;2024-01-18 18:01;Social;3,98;4;Thursday
1022;2024-01-18 18:45;Social;15,45;4;Thursday
1043;2024-01-18 19:28;Entertainment;46,19;4;Thursday
1016;2024-01-18 20:12;Utilities;4,92;4;Thursday
1015;2024-01-18 20:56;Social;16,6;4;Thursday
1067;2024-01-18 21:39;Entertainment;20,19;4;Thursday
1096;2024-01-18 22:23;Entertainment;64,94;4;Thursday
1002;2024-01-18 23:07;Social;1,65;4;Thursday
1012;2024-01-18 23:50;Productivity;0,29;4;Thursday
1057;2024-01-19 00:34;Utilities;29,66;5;Friday
1039;2024-01-19 01:18;Social;0,09;5;Friday
1076;2024-01-19 02:01;Entertainment;34,37;5;Friday
1022;2024-01-19 02:45;Entertainment;53,4;5;Friday
1009;2024-01-19 03:29;Utilities;24,93;5;Friday
1069;2024-01-19 04:13;Entertainment;86,42;5;Friday
1091;2024-01-19 04:56;Productivity;51,7;5;Friday
1028;2024-01-19 05:40;Productivity;144,1;5;Friday
1083;2024-01-19 06:24;Productivity;66,59;5;Friday
1083;2024-01-19 07:07;Entertainment;0,48;5;Friday
1034;2024-01-19 07:51;Productivity;40,35;5;Friday
1033;2024-01-19 08:35;Social;44,29;5;Friday
1007;2024-01-19 09:18;Utilities;10,63;5;Friday
1063;2024-01-19 10:02;Utilities;29,16;5;Friday
1065;2024-01-19 10:46;Social;42,4;5;Friday
1010;2024-01-19 11:29;Utilities;14,22;5;Friday
1039;2024-01-19 12:13;Utilities;19,37;5;Friday
1001;2024-01-19 12:57;Entertainment;11,47;5;Friday
1085;2024-01-19 13:41;Entertainment;13,45;5;Friday
1047;2024-01-19 14:24;Utilities;10,35;5;Friday
1041;2024-01-19 15:08;Entertainment;18,88;5;Friday
1079;2024-01-19 15:52;Productivity;7,66;5;Friday
1094;2024-01-19 16:35;Utilities;14,52;5;Friday
1042;2024-01-19 17:19;Productivity;15,81;5;Friday
1060;2024-01-19 18:03;Entertainment;5,53;5;Friday
1077;2024-01-19 18:46;Utilities;30,54;5;Friday
1009;2024-01-19 19:30;Social;27,52;5;Friday
1013;2024-01-19 20:14;Utilities;31,26;5;Friday
1015;2024-01-19 20:58;Social;12,77;5;Friday
1030;2024-01-19 21:41;Entertainment;12,49;5;Friday
1066;2024-01-19 22:25;Entertainment;52,35;5;Friday
1086;2024-01-19 23:09;Social;33,23;5;Friday
1031;2024-01-19 23:52;Productivity;58,99;5;Friday
1002;2024-01-20 00:36;Productivity;8;6;Saturday
1002;2024-01-20 01:20;Social;7,03;6;Saturday
1061;2024-01-20 02:03;Social;0,87;6;Saturday
1091;2024-01-20 02:47;Entertainment;65,05;6;Saturday
1097;2024-01-20 03:31;Social;38,53;6;Saturday
1016;2024-01-20 04:14;Utilities;58,31;6;Saturday
1082;2024-01-20 04:58;Social;19,09;6;Saturday
1080;2024-01-20 05:42;Productivity;212,87;6;Saturday
1046;2024-01-20 06:26;Productivity;3,22;6;Saturday
1096;2024-01-20 07:09;Social;47,5;6;Saturday
1034;2024-01-20 07:53;Entertainment;71,58;6;Saturday
1094;2024-01-20 08:37;Social;8,38;6;Saturday
1057;2024-01-20 09:20;Social;0,13;6;Saturday
1034;2024-01-20 10:04;Utilities;29,99;6;Saturday
1055;2024-01-20 10:48;Utilities;17,33;6;Saturday
1014;2024-01-20 11:31;Productivity;209,63;6;Saturday
1092;2024-01-20 12:15;Utilities;50,63;6;Saturday
1004;2024-01-20 12:59;Utilities;46,51;6;Saturday
1060;2024-01-20 13:42;Entertainment;57,98;6;Saturday
1053;2024-01-20 14:26;Entertainment;22,03;6;Saturday
1078;2024-01-20 15:10;Social;18,72;6;Saturday
1067;2024-01-20 15:54;Utilities;2,9;6;Saturday
1068;2024-01-20 16:37;Utilities;11,14;6;Saturday
1022;2024-01-20 17:21;Productivity;15,04;6;Saturday
1070;2024-01-20 18:05;Utilities;4,92;6;Saturday
1100;2024-01-20 18:48;Productivity;4,32;6;Saturday
1098;2024-01-20 19:32;Productivity;24,82;6;Saturday
1027;2024-01-20 20:16;Productivity;10,49;6;Saturday
1094;2024-01-20 20:59;Entertainment;22,05;6;Saturday
1001;2024-01-20 21:43;Social;11,09;6;Saturday
1003;2024-01-20 22:27;Entertainment;175,32;6;Saturday
1077;2024-01-20 23:11;Utilities;55,41;6;Saturday
1019;2024-01-20 23:54;Utilities;39,41;6;Saturday
1004;2024-01-21 00:38;Social;17,73;7;Sunday
1029;2024-01-21 01:22;Utilities;28,04;7;Sunday
1059;2024-01-21 02:05;Utilities;45,6;7;Sunday
1009;2024-01-21 02:49;Entertainment;37,98;7;Sunday
1079;2024-01-21 03:33;Productivity;45,95;7;Sunday
1021;2024-01-21 04:16;Productivity;1,74;7;Sunday
1057;2024-01-21 05:00;Utilities;51,65;7;Sunday
1077;2024-01-21 05:44;Entertainment;45,14;7;Sunday
1047;2024-01-21 06:27;Social;5,82;7;Sunday
1042;2024-01-21 07:11;Entertainment;14,41;7;Sunday
1039;2024-01-21 07:55;Utilities;99,58;7;Sunday
1024;2024-01-21 08:39;Entertainment;3,05;7;Sunday
1002;2024-01-21 09:22;Entertainment;1,94;7;Sunday
1003;2024-01-21 10:06;Productivity;44,08;7;Sunday
1096;2024-01-21 10:50;Social;35,98;7;Sunday
1037;2024-01-21 11:33;Utilities;26,59;7;Sunday
1011;2024-01-21 12:17;Entertainment;44,24;7;Sunday
1031;2024-01-21 13:01;Utilities;126,7;7;Sunday
1019;2024-01-21 13:44;Utilities;13,67;7;Sunday
1014;2024-01-21 14:28;Utilities;3,06;7;Sunday
1052;2024-01-21 15:12;Productivity;2,04;7;Sunday
1012;2024-01-21 15:55;Productivity;19,07;7;Sunday
1094;2024-01-21 16:39;Entertainment;19,93;7;Sunday
1070;2024-01-21 17:23;Utilities;55,22;7;Sunday
1095;2024-01-21 18:07;Entertainment;7,8;7;Sunday
1088;2024-01-21 18:50;Entertainment;19,4;7;Sunday
1012;2024-01-21 19:34;Social;1,27;7;Sunday
1086;2024-01-21 20:18;Social;43,18;7;Sunday
1100;2024-01-21 21:01;Social;10,29;7;Sunday
1091;2024-01-21 21:45;Social;91,22;7;Sunday
1005;2024-01-21 22:29;Social;13,86;7;Sunday
1084;2024-01-21 23:12;Social;31,26;7;Sunday
1020;2024-01-21 23:56;Social;74,08;7;Sunday
1000;2024-01-22 00:40;Productivity;10,52;1;Monday
1001;2024-01-22 01:24;Entertainment;16,55;1;Monday
1097;2024-01-22 02:07;Productivity;44,6;1;Monday
1031;2024-01-22 02:51;Entertainment;11,29;1;Monday
1006;2024-01-22 03:35;Utilities;30,91;1;Monday
1048;2024-01-22 04:18;Entertainment;29,76;1;Monday
1033;2024-01-22 05:02;Productivity;23,72;1;Monday
1000;2024-01-22 05:46;Social;25,42;1;Monday
1051;2024-01-22 06:29;Entertainment;3,3;1;Monday
1076;2024-01-22 07:13;Utilities;45,77;1;Monday
1064;2024-01-22 07:57;Entertainment;64,76;1;Monday
1023;2024-01-22 08:40;Entertainment;10,93;1;Monday
1051;2024-01-22 09:24;Utilities;21,32;1;Monday
1057;2024-01-22 10:08;Utilities;40,46;1;Monday
1024;2024-01-22 10:52;Utilities;114,29;1;Monday
1069;2024-01-22 11:35;Utilities;23,31;1;Monday
1060;2024-01-22 12:19;Utilities;9,35;1;Monday
1045;2024-01-22 13:03;Social;7,1;1;Monday
1022;2024-01-22 13:46;Productivity;16,28;1;Monday
1076;2024-01-22 14:30;Social;58,64;1;Monday
1041;2024-01-22 15:14;Entertainment;27,84;1;Monday
1026;2024-01-22 15:57;Utilities;39,6;1;Monday
1090;2024-01-22 16:41;Utilities;20,57;1;Monday
1010;2024-01-22 17:25;Productivity;18,58;1;Monday
1043;2024-01-22 18:09;Social;7,61;1;Monday
1015;2024-01-22 18:52;Entertainment;42,98;1;Monday
1043;2024-01-22 19:36;Entertainment;35,28;1;Monday
1023;2024-01-22 20:20;Utilities;27,01;1;Monday
1058;2024-01-22 21:03;Social;38,85;1;Monday
1094;2024-01-22 21:47;Social;24,61;1;Monday
1097;2024-01-22 22:31;Entertainment;61,58;1;Monday
1010;2024-01-22 23:14;Utilities;91,26;1;Monday
1072;2024-01-22 23:58;Social;21,2;1;Monday
1046;2024-01-23 00:42;Utilities;19,24;2;Tuesday
1090;2024-01-23 01:25;Social;32,64;2;Tuesday
1037;2024-01-23 02:09;Utilities;22,8;2;Tuesday
1003;2024-01-23 02:53;Social;4,72;2;Tuesday
1072;2024-01-23 03:37;Entertainment;24,13;2;Tuesday
1066;2024-01-23 04:20;Entertainment;1,51;2;Tuesday
1056;2024-01-23 05:04;Social;3,83;2;Tuesday
1097;2024-01-23 05:48;Productivity;14,96;2;Tuesday
1053;2024-01-23 06:31;Productivity;0,41;2;Tuesday
1028;2024-01-23 07:15;Productivity;16,31;2;Tuesday
1030;2024-01-23 07:59;Productivity;2,8;2;Tuesday
1031;2024-01-23 08:42;Social;7,37;2;Tuesday
1024;2024-01-23 09:26;Social;2,35;2;Tuesday
1061;2024-01-23 10:10;Entertainment;14,88;2;Tuesday
1002;2024-01-23 10:53;Productivity;115,65;2;Tuesday
1033;2024-01-23 11:37;Productivity;15,13;2;Tuesday
1016;2024-01-23 12:21;Entertainment;11,71;2;Tuesday
1060;2024-01-23 13:05;Entertainment;4,77;2;Tuesday
1016;2024-01-23 13:48;Productivity;22,6;2;Tuesday
1035;2024-01-23 14:32;Social;11,2;2;Tuesday
1012;2024-01-23 15:16;Utilities;3,94;2;Tuesday
1029;2024-01-23 15:59;Productivity;22,47;2;Tuesday
1054;2024-01-23 16:43;Social;0,26;2;Tuesday
1079;2024-01-23 17:27;Utilities;38,96;2;Tuesday
1004;2024-01-23 18:10;Productivity;1,24;2;Tuesday
1072;2024-01-23 18:54;Entertainment;61,2;2;Tuesday
1062;2024-01-23 19:38;Utilities;1,62;2;Tuesday
1067;2024-01-23 20:22;Productivity;27,22;2;Tuesday
1065;2024-01-23 21:05;Productivity;55,7;2;Tuesday
1089;2024-01-23 21:49;Utilities;9,06;2;Tuesday
1026;2024-01-23 22:33;Social;80,92;2;Tuesday
1011;2024-01-23 23:16;Social;9,18;2;Tuesday
1018;2024-01-24 00:00;Utilities;36,76;3;Wednesday
1086;2024-01-24 00:44;Utilities;6,87;3;Wednesday
1086;2024-01-24 01:27;Productivity;5,1;3;Wednesday
1028;2024-01-24 02:11;Utilities;48,27;3;Wednesday
1083;2024-01-24 02:55;Utilities;10,87;3;Wednesday
1033;2024-01-24 03:38;Productivity;23,73;3;Wednesday
1014;2024-01-24 04:22;Productivity;2,79;3;Wednesday
1049;2024-01-24 05:06;Social;7,42;3;Wednesday
1083;2024-01-24 05:50;Entertainment;45,19;3;Wednesday
1073;2024-01-24 06:33;Social;51,83;3;Wednesday
1031;2024-01-24 07:17;Social;0,34;3;Wednesday
1058;2024-01-24 08:01;Utilities;62,32;3;Wednesday
1050;2024-01-24 08:44;Utilities;26,22;3;Wednesday
1023;2024-01-24 09:28;Entertainment;2,3;3;Wednesday
1075;2024-01-24 10:12;Social;4,23;3;Wednesday
1031;2024-01-24 10:55;Entertainment;36,17;3;Wednesday
1003;2024-01-24 11:39;Social;25,3;3;Wednesday
1032;2024-01-24 12:23;Productivity;19,14;3;Wednesday
1013;2024-01-24 13:06;Productivity;21,77;3;Wednesday
1082;2024-01-24 13:50;Productivity;30,8;3;Wednesday
1067;2024-01-24 14:34;Entertainment;12,88;3;Wednesday
1086;2024-01-24 15:18;Utilities;3,06;3;Wednesday
1053;2024-01-24 16:01;Social;74,35;3;Wednesday
1041;2024-01-24 16:45;Utilities;1,04;3;Wednesday
1093;2024-01-24 17:29;Productivity;12,68;3;Wednesday
1099;2024-01-24 18:12;Productivity;42,55;3;Wednesday
1033;2024-01-24 18:56;Social;36,11;3;Wednesday
1089;2024-01-24 19:40;Entertainment;43,21;3;Wednesday
1064;2024-01-24 20:23;Social;15,6;3;Wednesday
1096;2024-01-24 21:07;Utilities;14,67;3;Wednesday
1048;2024-01-24 21:51;Productivity;37,08;3;Wednesday
1075;2024-01-24 22:35;Social;14,61;3;Wednesday
1017;2024-01-24 23:18;Utilities;73,35;3;Wednesday
1071;2024-01-25 00:02;Social;4,87;4;Thursday
1085;2024-01-25 00:46;Utilities;48,78;4;Thursday
1016;2024-01-25 01:29;Productivity;182,79;4;Thursday
1037;2024-01-25 02:13;Entertainment;28,14;4;Thursday
1056;2024-01-25 02:57;Social;12,55;4;Thursday
1023;2024-01-25 03:40;Productivity;59,19;4;Thursday
1075;2024-01-25 04:24;Productivity;56,95;4;Thursday
1064;2024-01-25 05:08;Productivity;15,12;4;Thursday
1048;2024-01-25 05:51;Entertainment;52,76;4;Thursday
1053;2024-01-25 06:35;Productivity;0,7;4;Thursday
1006;2024-01-25 07:19;Productivity;22,4;4;Thursday
1011;2024-01-25 08:03;Entertainment;47,85;4;Thursday
1039;2024-01-25 08:46;Entertainment;48,36;4;Thursday
1009;2024-01-25 09:30;Productivity;2,5;4;Thursday
1064;2024-01-25 10:14;Utilities;101,2;4;Thursday
1044;2024-01-25 10:57;Utilities;76,96;4;Thursday
1084;2024-01-25 11:41;Productivity;0,19;4;Thursday
1076;2024-01-25 12:25;Social;59,22;4;Thursday
1081;2024-01-25 13:08;Entertainment;10,32;4;Thursday
1007;2024-01-25 13:52;Entertainment;140,73;4;Thursday
1021;2024-01-25 14:36;Social;9;4;Thursday
1008;2024-01-25 15:19;Productivity;20,47;4;Thursday
1043;2024-01-25 16:03;Entertainment;0,42;4;Thursday
1012;2024-01-25 16:47;Productivity;1,45;4;Thursday
1021;2024-01-25 17:31;Utilities;112,81;4;Thursday
1046;2024-01-25 18:14;Productivity;32,26;4;Thursday
1066;2024-01-25 18:58;Productivity;10,72;4;Thursday
1019;2024-01-25 19:42;Productivity;13,06;4;Thursday
1067;2024-01-25 20:25;Entertainment;9,7;4;Thursday
1097;2024-01-25 21:09;Social;35,8;4;Thursday
1010;2024-01-25 21:53;Entertainment;4;4;Thursday
1003;2024-01-25 22:36;Entertainment;1,04;4;Thursday
1085;2024-01-25 23:20;Entertainment;39,64;4;Thursday
1094;2024-01-26 00:04;Entertainment;73,26;5;Friday
1085;2024-01-26 00:48;Productivity;30,72;5;Friday
1060;2024-01-26 01:31;Entertainment;10,47;5;Friday
1098;2024-01-26 02:15;Productivity;47,17;5;Friday
1014;2024-01-26 02:59;Entertainment;54,6;5;Friday
1035;2024-01-26 03:42;Social;0,89;5;Friday
1081;2024-01-26 04:26;Entertainment;2,9;5;Friday
1019;2024-01-26 05:10;Productivity;3,7;5;Friday
1057;2024-01-26 05:53;Productivity;89,75;5;Friday
1093;2024-01-26 06:37;Entertainment;27,01;5;Friday
1004;2024-01-26 07:21;Social;25,05;5;Friday
1073;2024-01-26 08:04;Social;0,51;5;Friday
1018;2024-01-26 08:48;Productivity;15,16;5;Friday
1006;2024-01-26 09:32;Entertainment;3,7;5;Friday
1085;2024-01-26 10:16;Productivity;48,61;5;Friday
1010;2024-01-26 10:59;Entertainment;5,39;5;Friday
1009;2024-01-26 11:43;Social;2,22;5;Friday
1092;2024-01-26 12:27;Entertainment;36,22;5;Friday
1060;2024-01-26 13:10;Entertainment;22,42;5;Friday
1080;2024-01-26 13:54;Social;25,13;5;Friday
1089;2024-01-26 14:38;Utilities;12,48;5;Friday
1024;2024-01-26 15:21;Productivity;42,51;5;Friday
1095;2024-01-26 16:05;Social;3,55;5;Friday
1066;2024-01-26 16:49;Social;91,61;5;Friday
1049;2024-01-26 17:32;Entertainment;101,72;5;Friday
1057;2024-01-26 18:16;Productivity;2,67;5;Friday
1056;2024-01-26 19:00;Productivity;44,78;5;Friday
1026;2024-01-26 19:44;Productivity;45,91;5;Friday
1001;2024-01-26 20:27;Utilities;11,76;5;Friday
1009;2024-01-26 21:11;Utilities;14,44;5;Friday
1011;2024-01-26 21:55;Productivity;41,26;5;Friday
1010;2024-01-26 22:38;Entertainment;120,05;5;Friday
1027;2024-01-26 23:22;Productivity;17,19;5;Friday
1073;2024-01-27 00:06;Entertainment;7,37;6;Saturday
1028;2024-01-27 00:49;Entertainment;11,11;6;Saturday
1006;2024-01-27 01:33;Utilities;99,29;6;Saturday
1009;2024-01-27 02:17;Utilities;7,76;6;Saturday
1065;2024-01-27 03:01;Productivity;66,69;6;Saturday
1051;2024-01-27 03:44;Entertainment;49,38;6;Saturday
1010;2024-01-27 04:28;Utilities;54,83;6;Saturday
1057;2024-01-27 05:12;Utilities;11,89;6;Saturday
1088;2024-01-27 05:55;Productivity;11,92;6;Saturday
1097;2024-01-27 06:39;Utilities;21,79;6;Saturday
1008;2024-01-27 07:23;Entertainment;12,22;6;Saturday
1058;2024-01-27 08:06;Productivity;2,03;6;Saturday
1087;2024-01-27 08:50;Utilities;31,41;6;Saturday
1068;2024-01-27 09:34;Utilities;18,34;6;Saturday
1074;2024-01-27 10:17;Social;63,95;6;Saturday
1049;2024-01-27 11:01;Productivity;16,88;6;Saturday
1078;2024-01-27 11:45;Social;6,52;6;Saturday
1089;2024-01-27 12:29;Utilities;0,76;6;Saturday
1047;2024-01-27 13:12;Entertainment;9,53;6;Saturday
1028;2024-01-27 13:56;Productivity;14,84;6;Saturday
1091;2024-01-27 14:40;Entertainment;13,88;6;Saturday
1072;2024-01-27 15:23;Productivity;6,32;6;Saturday
1011;2024-01-27 16:07;Productivity;82,23;6;Saturday
1049;2024-01-27 16:51;Social;13,78;6;Saturday
1046;2024-01-27 17:34;Social;9,58;6;Saturday
1080;2024-01-27 18:18;Utilities;0,3;6;Saturday
1024;2024-01-27 19:02;Entertainment;46,06;6;Saturday
1031;2024-01-27 19:45;Productivity;35,05;6;Saturday
1082;2024-01-27 20:29;Entertainment;29,18;6;Saturday
1085;2024-01-27 21:13;Entertainment;7,15;6;Saturday
1001;2024-01-27 21:57;Social;15,29;6;Saturday
1024;2024-01-27 22:40;Productivity;17,74;6;Saturday
1059;2024-01-27 23:24;Productivity;50,79;6;Saturday
1018;2024-01-28 00:08;Productivity;14,16;7;Sunday
1045;2024-01-28 00:51;Productivity;14,06;7;Sunday
1032;2024-01-28 01:35;Entertainment;0,22;7;Sunday
1028;2024-01-28 02:19;Productivity;35,14;7;Sunday
1039;2024-01-28 03:02;Productivity;2,51;7;Sunday
1100;2024-01-28 03:46;Entertainment;52,3;7;Sunday
1002;2024-01-28 04:30;Utilities;2,56;7;Sunday
1018;2024-01-28 05:14;Utilities;25,53;7;Sunday
1025;2024-01-28 05:57;Productivity;9,13;7;Sunday
1096;2024-01-28 06:41;Entertainment;85,98;7;Sunday
1028;2024-01-28 07:25;Productivity;4,65;7;Sunday
1060;2024-01-28 08:08;Utilities;4,9;7;Sunday
1074;2024-01-28 08:52;Social;22,84;7;Sunday
1077;2024-01-28 09:36;Utilities;33,39;7;Sunday
1024;2024-01-28 10:19;Utilities;14,93;7;Sunday
1032;2024-01-28 11:03;Entertainment;10,06;7;Sunday
1020;2024-01-28 11:47;Entertainment;63,53;7;Sunday
1031;2024-01-28 12:30;Utilities;12,96;7;Sunday
1063;2024-01-28 13:14;Social;9,38;7;Sunday
1044;2024-01-28 13:58;Social;20,02;7;Sunday
1026;2024-01-28 14:42;Utilities;34,22;7;Sunday
1011;2024-01-28 15:25;Entertainment;104,42;7;Sunday
1002;2024-01-28 16:09;Utilities;24,67;7;Sunday
1014;2024-01-28 16:53;Entertainment;24,98;7;Sunday
1076;2024-01-28 17:36;Utilities;9,66;7;Sunday
1007;2024-01-28 18:20;Utilities;23,16;7;Sunday
1085;2024-01-28 19:04;Entertainment;0,79;7;Sunday
1065;2024-01-28 19:47;Entertainment;12,39;7;Sunday
1086;2024-01-28 20:31;Productivity;13,09;7;Sunday
1048;2024-01-28 21:15;Entertainment;2,01;7;Sunday
1014;2024-01-28 21:58;Social;9,73;7;Sunday
1061;2024-01-28 22:42;Utilities;2,56;7;Sunday
1093;2024-01-28 23:26;Utilities;5,06;7;Sunday
1004;2024-01-29 00:10;Entertainment;118,76;1;Monday
1001;2024-01-29 00:53;Entertainment;57,34;1;Monday
1011;2024-01-29 01:37;Productivity;5,86;1;Monday
1045;2024-01-29 02:21;Entertainment;21,19;1;Monday
1037;2024-01-29 03:04;Productivity;13,85;1;Monday
1091;2024-01-29 03:48;Entertainment;71,42;1;Monday
1070;2024-01-29 04:32;Productivity;17,89;1;Monday
1002;2024-01-29 05:15;Social;84,97;1;Monday
1072;2024-01-29 05:59;Utilities;28,53;1;Monday
1057;2024-01-29 06:43;Social;8,75;1;Monday
1082;2024-01-29 07:27;Productivity;5,53;1;Monday
1066;2024-01-29 08:10;Productivity;34,26;1;Monday
1094;2024-01-29 08:54;Social;8,3;1;Monday
1010;2024-01-29 09:38;Utilities;78,92;1;Monday
1086;2024-01-29 10:21;Social;1,53;1;Monday
1010;2024-01-29 11:05;Social;12,24;1;Monday
1043;2024-01-29 11:49;Social;5,51;1;Monday
